live名称,主讲者,链接,开始时间,参加人数,介绍,费用,个人主页链接,live评分,喜欢数,回答数
对话投资圈：选择适合创业的行业,Rio,https://www.zhihu.com/lives/795247984865607680,2017-01-10 20:00:00,174,"我是《疯投圈》主播 Rio 。本次 Live 是《疯投圈》的特别活动，我将与峰瑞资本副总裁黄海一起探讨 VC 投资过程中判断行业的方法论。峰瑞资本坚持研究驱动的投资方式，在黄海负责的消费升级方向中，曾发布出口电商、家居、体育、抹茶和休闲食品等多篇研究报告。



对于有创业想法的朋友来说，行业选择是迈出的第一步，同时也可能是最关键的一个选择。我们将结合平日工作中遇到的实际案例，总结创业时行业选择的判断框架。

本次 Live 主要包括以下内容：

＊ 媒体报道最多的领域（如 2016 年上半年的网红、直播），为什么通常不是好的选择？

＊ 冷门的领域（例如 2016 年下半年的 O2O ），还有可能切入吗？什么情况下，选择一个冷门领域其实是明智的？

＊ 如何判断一个行业是否仍然处于创业窗口期？

＊ 如何走在市场前面，选中一个即将（但仍未）受到广泛关注的创业方向？

＊ 案例分析：生鲜万亿市场，创业团队还能进场吗？",49RMB,https://www.zhihu.com/people/rio,4.5,299,97
英语口语的闭门修炼法,Lasper Rado,https://www.zhihu.com/lives/789061404979134464,2016-12-30 20:00:00,2269,"我是 Lasper Rado ，人人影视字幕组电影翻译组组长。之前的四场 Live ，我跟大家聊了些自己比较感兴趣的话题，包括美队的盾，影视作品中的英语口音，以及英文歌曲的理解，还简要聊了我学英语的心得和感悟。这场 Live 我来详细跟大家分享一下我练口语的过程和经验。

我 2000 年开始学英语，到出国之前一直在一个人练习口语。出国之后我轻松地适应了国外的生活，跟同学老师交流也非常顺畅，还在当地酒吧做了一小段的 stand up 。今天我就跟大家分享一下自己十几年来一个人练习口语的心得。

本次 Live 主要包括以下内容：

＊ 一个人练习英语口语需要打好哪些基础？

＊ 一个人练习口语可以用哪些方式？

＊ 提高口语能力需要从几个方面入手？

＊ 口音重要吗？如果想改口音最好怎么入手？

＊ 自己摸索学习的过程中需要注意哪些事情？



本场 Live 总长 90 分钟左右，以上内容约占用 45 分钟。余下的时间交给大家提问，我来尽力解答。



P.S. 一个人练习不一定适合所有人，希望大家能从我分享的经验中筛选适合自己的部分，自己探索出一条可行的道路。",9RMB,https://www.zhihu.com/people/lasper-rado,3.0,1761,96
如何得体的穿西装，这是件重要的事,宋世泊,https://www.zhihu.com/lives/786528181535408128,2016-12-30 20:00:00,1750,"我是宋世泊，九五年平面设计毕业，零七年创业开始专攻经典男装设计和销售，常在知乎发表回答和文章，得了点小知名度。在工作和生活中，我积累了一些男装知识，包括搭配、文化、工艺、生产。今天择其一二分享给大家。

你该不该穿西装？是现在就穿，还是以后穿？怎样穿好西装？穿了西装但不想显得太正式，怎么办？西装拘束人，能不能让人穿的轻松自在？你是否应该量身定制西装？二三线城市选择少，买不到好西装，怎么办？

本次 Live 主要包括以下内容：

＊ 西装不等于正装！

＊ 为什么最适合黄种人的衣服是西装？

＊ 什么样的人需要学会穿西装？

＊ 穿西装（成衣）的基本技巧

＊ 如何把西装穿的休闲自在、不正式

＊ 买西装的技巧",36RMB,https://www.zhihu.com/people/seabert,4.5,749,228
如何拿下重要的「英文面试」？,Larry Wang王承伦,https://www.zhihu.com/lives/794885181902295040,2017-01-19 20:00:00,1425,"我是 Larry Wang 王承伦，美籍华裔。「王李亚洲资源」创始人和 CEO ，致力于将优秀双语、国际化人才引进顶尖国际公司和中国公司的猎头公司，曾获「 2008 中国最佳猎头公司」。在帮助中国公司和中国职场人士有着超过 22 年的经验。 撰写过三本职业发展书目，介绍培养职业意识、软技能的实用技巧与观点，帮助读者更好地实现职业成功。曾为哈佛、麻省理工、沃顿商学院、斯坦福、中欧国际工商学院、北大、复旦等名校的 MBA 课程提供职业发展技能和就业市场分析培训。常常为 CNN 、 CNBC 、 CCTV 、《商业周刊》，《第一财经周刊》、福布斯等媒体就中国的管理和人资问题提供商业见解。宾夕法尼亚大学机械工程本科， UCLA 安德森商学院 MBA 。曾就职于 Mattel 、强生、 Wang Computers 。

当你遇到一个心仪的工作机会，现在唯一的难题是，你需要通过一场极其关键的英文面试。怎么做才能脱颖而出拿下这场面试呢？这场 Live 将会帮你达成目标，成功通过英文面试。在本次知乎 Live 中，我将向大家介绍在与招聘经理和高管进行面试时，该如何表现才能脱颖而出，同时，我还将向大家介绍与外国人进行有效沟通的技巧。如果你想要抓住在跨国公司工作的大好机会，如果你需要通过一场重要的英文面试，那么这场 Live 将是你不二的选择！

本次 Live 主要包括以下内容：

＊ 跨国公司的招聘经理在评估最佳人选时，最注重哪方面因素？

＊ 如何准备重要的英语面试？

＊ 如何在众多面试者中脱颖而出？

＊ 如何在英语进面试中表现得更自信，给人留下深刻印象？

＊ 在英语面试中，有哪些必做之事，又有哪些需避免的雷区？",9RMB,https://www.zhihu.com/people/larry-wang-46,4.5,1029,118
过完年，教你如何正确的飞,逝水,https://www.zhihu.com/lives/808705839731978240,2017-02-02 20:00:00,138,"我是逝水，给您拜个晚年。十几年前，乘坐飞机出行还是一件挺高大上的事情，普通老百姓很少有机会乘坐飞机，因公出差也要很高级别才可以，但现在航空出行已经成为远程旅行交通工具的首选，坐飞机已经一点都不高大上了。我们这个世界的节奏变的愈来愈快，虽然您多半都乘坐过飞机出行，但是由于飞机出行相比其他交通工具，的确是一件专业而且程序挺复杂的事情，您未必会「正确的飞」。如果您在今后需要经常出差和旅行，如何安全、经济、舒适的飞就更加重要。

我是航空航天从业者，由于工作原因，最近几年几乎每周都要飞两次。我在航旅纵横记录飞行数据，最近五年，只国内航线就飞行了 50 万公里，最多时每年要飞到 100 个起降，几乎所有的省份都去过至少一次，比 99.8% 的人都飞的多。这5年中我一共飞了886小时，相当于在空中飞了整整37天。现在我已经飞成了国航、南航的双金卡旅客。因为我是一名理工科博士，做什么事都喜欢研究总结一下，所以不仅飞的多，飞行经验总结的也多，更重要的，我在飞机上完成了许多工作，也希望这些经验能帮助到您。祝您在鸡年更加懂得如何乘坐飞机，同时还不浪费飞机的时间，做一些有价值的事情。

本次 Live 主要包括以下内容：

＊ 如何选择航空公司和航班？ 

＊ 如何买到合适的机票？ 

＊ 如何快速升级到金、银卡？ 

＊ 国内主要机场攻略？

＊ 乘坐飞机出行应该携带哪些东西？

＊ 晚到机场怎么办？ 

＊ 如何利用飞行时间高效工作和学习？



说明：关于飞行的知识，知乎的赵伊辰先生之前做了多次很好的分享，我自己也有听，收获很大。本次 Live 发布后，赵先生通过知乎团队联系了我，认为本次 Live 的简介和赵先生的某次 Live 简介有相似之处。经过充分沟通，我发现确有相似之处，因此立即重新修改了简介，在这里感谢赵伊辰先生和知乎团队的理解与帮助。",9RMB,https://www.zhihu.com/people/zhang-zheng-ning,4.0,174,142
跳槽时，该如何谈薪水？,刀姐,https://www.zhihu.com/lives/787372553214644224,2016-12-29 21:30:00,1707,"我是刀姐，毕业于南开大学，现任联想人力资源高级经理，南开大学北京 HR 俱乐部常务理事。我曾先后就职于奥的斯电梯（ OTIS ）、美世咨询（ Mercer ）、潍柴动力、联想等公司，十多年的职场经历，让我拥有了世界 500 强跨国公司、顶级咨询公司、大型央企、私企的工作经验，工作领域涉及人才招聘、管理咨询、绩效、薪酬福利、组织变革与发展、人才管理、高管薪酬、股票期权等。

跳槽一直是职场人最为关心的话题，作为「职场」和「薪酬」领域的双料老司机，多年的职场经历使我具备了丰富的薪酬谈判经验，希望可以在知乎这个平台上和大家分享，帮助大家获得更好的发展机会。

本次 Live 主要包括以下内容：

＊ 跳槽前，该如何计算自己的薪水？

＊ 当被问到薪酬期望时，该如何回答？

＊ HR 常说的「薪酬总包」是怎么一回事？

＊ 奖金计算的几个必知概念

＊ 我的薪水已经超过或远不及心仪公司的薪酬体系，如何谈？

＊ 个人所得税对薪水有多大影响？如何谈更合算？

＊ 有哪些是「隐性」的薪水？

＊ 与猎头和与 HR 谈薪水，有何不同？各有哪些注意事项？

＊ 开具薪资证明的注意事项",19RMB,https://www.zhihu.com/people/dao-jie-81,4.5,942,75
?? 如何写活人物？站在面前的冉阿让,蔡骏,https://www.zhihu.com/lives/785146795696091136,2017-01-19 20:00:00,204,"我是蔡骏，悬疑作家。自 2000 年起，已经创作了 16 年的悬疑小说，出版了《天机》、《人间》、《谋杀似水年华》、《最漫长的那一夜》等 20 部小说，累计销量达到 1200 万册。

每个人都有成为小说家的潜能。在悬疑小说创作中，有时候技巧比灵感更重要。掌握写作技巧，会让你灵感一现的想法，变成震撼人心的作品。向大师学习写作技巧。悬疑写作课，一共 4 节课。每课 60 分钟。课程设置：主讲 + 回答问题。



课后：

1. 每节课后会布置相应作业。作业提交方式，通过知乎文章发表，投稿给专栏【蔡骏的悬疑世界】。我会择优选择点评，并提出修改意见与给出写作方向；

2. 优秀文章将会发表在悬疑世界电子杂志，并支付相应的稿费。

本次 Live 主要包括以下内容：

＊ 世间再无冉阿让

＊ 雨果是如何创造冉阿让的？

＊ 好人物与坏人物

＊ 如何写活一个人物

＊ 其他内容",59RMB,https://www.zhihu.com/people/cai-jun-98-37,4.0,349,26
年轻的你，离乳腺癌有多远？,Lisa,https://www.zhihu.com/lives/791988804952137728,2017-01-19 19:00:00,463,"我是 Lisa ，是北京协和医院乳腺外科的一名医生。又来知乎和大家见面啦！本次还带来了我们科的主治医师关大夫（全球华人乳癌组织联盟主席）和大家讲述如何预防乳腺癌。

本次 Live 主要针对 40 岁以下的年轻健康女性。为大家讲述年轻女性如何预防乳腺癌，如何筛查乳腺疾病。本次 Live 所有收入将捐给粉红花园公益组织。协和粉红花园：协和乳腺外科医护患团队组成的公益组织，致力于为广大的乳腺癌患者提供心理上、生活上的帮助。 2016 年推出青葱玫瑰项目，对 40 岁以下的年轻女性推广乳腺相关认知。

本次 Live 主要包括以下内容：

＊ 年轻人（ 40 岁以下）离乳腺癌有多远？

＊ 我的妈妈 / 姥姥 / 姨妈是乳腺癌，我也会得癌症吗？

＊ 现在流行的乳腺癌基因检测有用吗，要不要做呢？

＊ 生育年龄、月经周期、哺乳、避孕药、肥胖和乳腺癌有什么关系？

＊ 如何解读体检报告（超声、乳透都是什么）？

＊ 年轻女性应该选择何种乳腺癌筛查方式及体检方式？

＊ 医生没有摸到我的乳房有肿块，我就是安全的吗？

＊ 乳腺增生疼痛怎么办，乳腺结节要在孕前切掉吗，如何选择合适的内衣来改善乳腺的症状？",19RMB,https://www.zhihu.com/people/lisa-9-89-61,4.5,635,72
脑科学教你睡个好觉,琳子,https://www.zhihu.com/lives/795622935225311232,2016-12-29 21:00:00,1189,"我是琳子，现在在耶鲁大学精神医学做博士后，香港大学精神医学博士，浙江大学心理学士。我从事脑科学研究多年，在国际知名期刊发表多篇研究文章，研究方向涉及用脑成像手段观测幻觉、精神分裂症、双相情感障碍、帕金森病等精神、神经、衰老相关疾病。也从事科普多年，曾为科学画报、南都周刊等多家纸媒撰稿。

睡眠不可避免地占了我们三分之一的人生。有人很忙，恨不得把每天的睡眠压缩到四五个小时，有的人一天睡十个小时还是睡不醒。有人一到晚上就辗转反侧难以入睡，也有人天还没亮就早早醒来再也睡不着。睡眠不光让劳累一天的大脑和身体得到休息，还和抑郁、记忆、衰老有着莫大的联系。这次 Live ，我会从脑科学角度和大家交流一些关于睡眠的知识和疑惑。也欢迎大家在私信中留下你的疑问，我会尽量在 Live 给出一些解答。

本次 Live 主要包括以下内容：

＊ 为什么我们要睡觉？

＊ 全世界睡不好觉的人有多少？

＊ 睡觉的时候会手舞足蹈？

＊ 「鬼压床」是怎么回事？

＊ 为什么我们会做梦，梦有特别的意义吗？

＊ 叫醒梦游的人会不会很危险？

＊ 睡眠和记忆的重要关系

＊ 睡眠不好会抑郁吗？

＊ 睡眠不好会痴呆吗？

＊ 女性睡不好觉的坏处

＊ 如何提高睡眠质量？",19RMB,https://www.zhihu.com/people/coolbrain,4.5,1683,86
?? 直播还是风口么？,庄明浩（rosicky311）,https://www.zhihu.com/lives/790857785322659840,2017-01-10 20:00:00,1698,"我是庄明浩，直播行业从业者。关注直播是从 2012 年至 2013 年 Twitch 兴起，那时候既是玩家也是一名看游戏相关行业的早期风险投资从业者， 2015 年加入熊猫直播成为真正意义上的从业者。



我曾经在今年 6 月开过一次关于直播的 Live ，当时的主题是：直播为什么这么火？此次 Live 再讲直播的原因是在仅仅经过半年发展，整个直播行业已经迅速进入了一个新的阶段；此次 Live 的内容也基本集中在了现阶段直播行业发展状态以及 2017 年的动向等。

本次 Live 主要包括以下内容：

＊ 直播行业的竞争到了什么阶段？

＊ 还有谁依然在参与这场战役？

＊ 下一阶段各家直播平台所争夺的是什么？

＊ 影响未来直播行业格局的因素有哪些？",29RMB,https://www.zhihu.com/people/rosicky311,4.5,244,113
在外资投行巧用 Excel 做分析,钱粮胡同,https://www.zhihu.com/lives/792001494365933568,2017-01-19 13:30:00,4063,"我是钱粮胡同，知乎电子书「行业分析怎么做？— 外资投行基本面分析方法」的作者。我大学读的电子工程，转行后在德国拿的经济学博士，大部分青春献给了德意志银行，过去也在安联全球投资，德国复兴信贷银行，中国社会科学院等机构卖过命。之前我写过两个热门回答：「初入金融行业如何做实用行业研究与分析」以及「怎么在 Excel 上做数据地图」，一直想有机会能够把这些知识点展开详谈。这次正好借着知乎「升级你的效率工具包」专题，我想结合我这些年实际工作的经历和案例，与大家一起聊聊这个让人又爱又恨的 Excel 。

过去的经验告诉我，分析工具的选取固然重要，但是不应该为了方法的绚丽而刻意的去追求复杂的软件，事实上金融机构很多看似高大上的分析与报告都是用 Excel 做出来的。不得不承认，小到加减乘除，大到数据地图，这些都可以通过 Excel 来实现。如果你是在校学生，希望多了解一些国外投行的分析方法和常用的 Excel 套路，哪怕仅仅是为了突击面试而做一些准备，这个 Live 肯定不会让你失望。如果你已经工作且时不时和 Excel 打交道，我相信这个 Live 多少会给你带来新的思路和启发。总之，如果你对金融有一点兴趣，无论你是 Excel 刚刚入门还是久经沙场，这场 Live 我都会尽力把我这些年所积累的经验和知识与你分享，希望你满意并有所收获。本次 Live 我会结合我的工作经历与实际案例聚焦以下主题 ，购买了电子书的朋友建议先预习一下， Live 中会涉及书里不少 Excel 的分析模版和知识点。

本次 Live 主要包括以下内容：

＊ 我与 Excel 形影不离的这些年

＊ 我为什么又爱又恨 Excel ？

＊ VBA 到底要不要学？

＊ 看起来很美：外资投行如何定义 Excel 和 ppt 的颜色搭配

＊ Excel 主要能做的几类工作都有哪些？

＊ 实际案例与模版分享



针对本场 Live ，如果你还想听什么，或有什么问题，欢迎来我的专栏交流， 我会在最终 Live 中适当调整。",29RMB,https://www.zhihu.com/people/drpmdb,5.0,1214,227
聊聊女性职业生涯规划,刀姐,https://www.zhihu.com/lives/799625167750971392,2017-01-18 21:30:00,1294,"我是刀姐，毕业于南开大学，现任联想人力资源高级经理，南开大学北京 HR 俱乐部常务理事。我曾先后就职于奥的斯电梯（ OTIS ）、美世咨询（ Mercer ）、潍柴动力、联想等公司，十多年的职场经历，让我拥有了世界 500 强跨国公司、顶级咨询公司、大型央企、私企的工作经验，工作领域涉及人才招聘、管理咨询、绩效、薪酬福利、组织变革与发展、人才管理、高管薪酬、股票期权等。

如今，女性在职场上扮演者越来越重要的角色，「女本柔弱，为母则刚」，当妈妈后，我更深刻体会到女性职业规划这个课题的重要性和紧迫性。作为对事业有追求的女性成员，自己也总结和探索了很多路径，希望可以在知乎这个平台上和大家分享，帮助大家获得更好的发展机会。本期 Live ，我就跟大家聊聊「女性职业生涯规划」这个话题。

本次 Live 主要包括以下内容：

1. 针对大龄未婚、已婚未育、超级妈妈：

＊ 何时是跳槽的良机？

＊ 各自在工作选择上有什么门道？

＊ 面试尴尬问题应对策略



2. 经验分享：

＊ 职场女性的职业规划策略

＊ 有哪些工作生活平衡之道？

＊ 面临职场瓶颈，跳槽无门时怎么办？

＊ 哪些职场女性的行为会上用人单位黑名单？",9RMB,https://www.zhihu.com/people/dao-jie-81,4.5,1120,97
投资日本房产，情怀收益兼得,戴周颖,https://www.zhihu.com/lives/802144595663286272,2017-01-18 21:00:00,185,"我是戴周颖，有一居 CEO 。毕业后，加入日本互联网创业公司（ GaiaX ）从事日本国内、国外游戏的开发、运营以及海外游戏企业的并购工作。 2 年后公司成功登陆日本资本市场。具有非常丰富的互联网游戏行业经验。 2007 年 10 月加入 CA 创投，任职 CA 创投董事总经理负责大中华地区的投资管理工作。在任期间参与投资了土豆、口袋购物、机锋网、房多多、 VIPABC 、人脉通等诸多互联网企业。 2013 年组建引力创投前身上海冠润创业投资有限合伙并担任执行合伙人。 2012 至 2014 年带领团队多次荣获 ChinaVenture 和清科评选的 2012 年新锐创投机构， 2013 年中国最佳外资 VCTOP30 ，中国最佳早期 VCTOP10 ，戴先生本人于 2014 年评选为中国 VC 创新人物奖。

本次 Live 我将带来对中产投资市场的一些的观察和体会，无论在知乎还是生活中，无数人问我怎么看现在的投资环境，普通人应该如何做投资，鸡蛋放进哪个篮子最安全，我将在此次 Live 中一次性进行解读。

本次 Live 主要包括以下内容：

＊ 国人为何选择去海外投资房产？

＊ 对中国投资者来说，机会有多大， 2017 年是否仍然是合适的投资时机？

＊ 相较于美加新澳等国家，投资日本房产具有什么样的优势、具体的收益情况如何？

＊ 日本房价是否也会被国内炒房团炒起来？

＊ 如何看待中国房价走势及日本房价走势？",9RMB,https://www.zhihu.com/people/Joeydai,3.0,122,61
?? 如何把控节奏？铃木光司的秘密,蔡骏,https://www.zhihu.com/lives/785145723921391616,2017-01-10 20:00:00,192,"蔡骏，悬疑作家。自 2000 年起，已经创作了 16 年的悬疑小说，出版了《天机》、《人间》、《谋杀似水年华》、《最漫长的那一夜》等 20 部小说，累计销量达到 1200 万册。



每个人都有成为小说家的潜能。在悬疑小说创作中，有时候技巧比灵感更重要。掌握写作技巧，会让你灵感一现的想法，变成震撼人心的作品。向大师学习写作技巧。悬疑写作课，一共 4 节课。每课 60 分钟。课程设置：主讲 + 回答问题。



课后：

1. 每节课后会布置相应作业。作业提交方式，通过知乎文章发表，投稿给专栏【蔡骏的悬疑世界】。我会择优选择点评，并提出修改意见与给出写作方向；

2. 优秀文章将会发表在悬疑世界电子杂志，并支付相应的稿费。

本次 Live 主要包括以下内容：

＊ 什么是小说里的节奏感？

＊ 文字里的时间魔法

＊ 铃木光司制作恐怖的秘密

＊ 把控节奏的技巧

＊ 其他内容",59RMB,https://www.zhihu.com/people/cai-jun-98-37,3.5,193,25
和贝克汉姆聊时尚是什么体验？,吉良,https://www.zhihu.com/lives/794155033875877888,2017-01-09 21:00:00,246,"我是吉良，时装评论人，电台 DJ ，作家。混迹于时尚行业十余年，明明是时尚博主，却拥有与职业不匹配的体型，自称是时尚行业最会吃以及最擅长打游戏的，也是重度二次元上瘾者。

贝克汉姆、奥斯卡影后格温妮丝 · 帕特罗、章子怡、胡歌、刘嘉玲……明星们谁最好聊？谁最难聊？要聊些什么才不会冷场？明星们真的懂时尚？

本次 Live 主要包括以下内容：

＊ 贝克汉姆、奥斯卡影后格温妮丝·帕特罗、章子怡、胡歌、刘嘉玲……明星们谁最好聊？谁最难聊？

＊ 明星们真的懂时尚？

＊ 遇到冷场怎么办？

＊ 该怎么让他们敞开心扉？

＊ 会跟明星私下保持交际么？",19RMB,https://www.zhihu.com/people/ji-liang-62-24,4.5,114,66
在日本开互联网公司是种怎样的体验？,Suji Yan,https://www.zhihu.com/lives/794500745079685120,2016-12-29 21:00:00,374,"我是 Suji Yan ；程序员 & 独立记者，日本スジテク（ Suji Tech ）的社长 & CEO 。本科就读于美国 CS/ECE Top5 的 University of Illinois Urbana-Champaign ，期间通过 USTEP 项目前往日本东京大学就读。在日本期间除了深入福岛核电站进行新闻采访之外，还采访、观察了许多日本互联网公司和独特的现象，选择在日本开互联网公司。

本次 Live 我将和大家一起聊聊在日本开互联网公司：日本市场的情况如何，有什么不同之处，以及有什么特殊的机会。对同一领域内的产品，我会结合中国和美国的情况，聊聊日本现有的产品和市场缺口；本次 Live 同时也会介绍一下在日本设立公司和开展业务需要注意的法律问题和 Culture Gap 。

本次 Live 主要包括以下内容：

＊ 为什么在日本开科技或互联网公司？

＊ 介绍日本互联网现状（基础服务、社交、在线教育等）

＊ 在日本开展业务的不同之处？

＊ 「 Copy to Japan 」能不能获得成功？

＊ 文化产业相关（比如二次元、偶像）

＊ 在日本开公司的法律问题

＊ 以及其他你关注的日本创业、日本互联网相关的话题。",19RMB,https://www.zhihu.com/people/suji-yan,4.0,240,240
你所不知道的《一千零一夜》,男爵兔,https://www.zhihu.com/lives/806495689361219584,2017-02-02 20:00:00,185,"我是男爵兔，本科毕业于北京大学外国语学院阿拉伯语系，研究生毕业于北京大学外国语学院亚非语言文学系，主修专业为非洲文学。曾经在叙利亚进行了为期一年的交换，也在阿拉伯国家联盟和埃及驻华使馆先后打过黑工。是国内第一个从事阿拉伯和非洲文化比较研究的学生，曾经发表过多篇相关领域论文，撰写报纸非洲文化专栏，并出版多部英语及阿拉伯语翻译作品，如《埃米尔之书》《港口城市与入侵者》等。

本次 Live 我将带领大家深入到《一千零一夜》背后的瑰丽世界。《一千零一夜》是阿拉伯民间故事集，是世界上最具生命力、最负盛名，拥有最多读者和影响最大的作品之一，被誉为世界民间文学史上「最壮丽的一座纪念碑」。国人对这部作品的主要了解来自于另一个名字《天方夜谭》，很多人将其视作阿拉伯文学的代表作，将书中的故事作为儿童读物讲给孩子听。本次 Live 将会颠覆你对《一千零一夜》的认识，收听之前，请清空你对它的全部想象。

本次 Live 主要包括以下内容：

＊ 究竟是哪里的《一千零一夜》？

＊ 为什么会出现《一千零一夜》这类的作品？

＊ 《一千零一夜》背后的世界是什么样的？

＊ 《一千零一夜》对后人的影响有多大？

＊ 还有什么与《一千零一夜》类似的作品？

＊ 以及其他你关注的《一千零一夜》相关的话题。",9RMB,https://www.zhihu.com/people/nan-jue-tu,4.5,244,158
贵人语迟？发展性语言障碍不容小视,安时,https://www.zhihu.com/lives/798238824437260288,2017-02-02 20:00:00,131,"我是安时。目前，我是英国爱丁堡大学 Linguistics and English Language 专业的在读博士，过去研究过社会语言学视角下的双语现象，特别是转码现象 (Code-switching)。现阶段主要从认知方向研究双语现象中的第一语言磨蚀 (First language attrition)，特别是句法磨蚀 (Syntactic attrition)。

说了你别慌，语言磨蚀和遗忘都还算是「正常的」语言发展现象，因为它们不会带来交流会话的困难。与此相对的，非正常语言发展，即发展性语言障碍 developmental language disorder ，会影响到儿童的理解和表达，进而影响日常学习和人际交往。本次 Live 会从自闭症和阅读困难症谈起，介绍发展性语言障碍在语音，句法，语义和语用方面的表现形式，并简要介绍其成因，机制和相应的认知发展缺陷。帮助家长朋友了解，甄别不同的语言发展障碍，争取做到早发现，早治疗。时间允许的情况下，也会简要介绍言语治疗这一门学科。

本次 Live 主要包括以下内容：

＊神经科学，医学和语言学的交叉口：自闭症儿童的语言发展

＊破除误解和偏见：阅读困难症比你想象的要普遍

＊什么是 Specific Language Impairment 特殊语言发展障碍？

＊双语儿童的语言提取困难：到底是不是双语的错

＊国王的演讲：言语治疗是怎样的一门学科",69RMB,https://www.zhihu.com/people/anshi,0,111,99
京都旅游攻略指南,HAKU,https://www.zhihu.com/lives/801834633862991872,2017-02-02 19:00:00,442,"我是 HAKU ，日本旅游爱好者。至今行走日本一都一道二府三十县，上百景点。从去年开始在知乎回答问题，承蒙大家厚爱多篇文章登上推荐和日报。旅游出行前我都会收集当地详实的信息，不仅是网络和书籍，也会请教当地人设计出一条独有特色的线路，不单单是景点，还包括各种名不见经传的美食。

本次 Live 我将带来京都旅游全方面攻略以及贴士，包括线路的制定，交通的详解，以及京都特色美食的推荐，赏枫赏樱攻略。

本次 Live 主要包括以下内容：

＊ 什么季节去京都玩？都有什么特色活动？

＊ 怎么选择最适合自己的交通方式？

＊ 怎么制作一条最即合理，又适合自己的行程？

＊ 金运上升，结缘祈愿应该去哪座神社？

＊ 京都除了京料理、汤豆腐、抹茶甜点外。还有哪些不为游客所知的美食和餐厅？

＊ 京都都能买到什么好东西？

＊ 京都赏樱有什么攻略和建议？

＊ 京都赏枫有什么攻略和建议？

＊ 京都住宿有什么好的建议？",9RMB,https://www.zhihu.com/people/haku-61,5.0,628,251
王俊煜的阅读清单打造法,王俊煜,https://www.zhihu.com/lives/801153166266757120,2017-01-18 21:00:00,4040,"我是王俊煜，刚刚创办了轻芒，之前创办了豌豆荚，再之前在 Google 做设计师。在过去差不多十五年的时间里头，我一直保持着对全球互联网圈的大小新鲜事的好奇心，每天阅读几百篇海内外的行业信息，从 2007 年开始到今天的差不多十年间，从中分享的好文章就有一万多篇。这些阅读让我更好地思考和写作，也帮助我设计了豌豆荚和轻芒杂志，创建了两家公司。所以我想通过知乎 Live 来跟更多的人分享，我读什么、看到了什么、想到了什么，和大家一起来讨论对互联网行业的思考。

我的第一场 Live 会先和大家分享我是怎么阅读的。很多朋友向我索要我的阅读清单，也很感兴趣我是怎样管理阅读、用什么工具管理才达到大量的阅读的，这次 Live 我就来和大家分享我的方法。

本次 Live 主要包括以下内容：

＊ 如何为自己设定阅读目标和规划阅读渠道

＊ 我是如何用这 7 个工具不错过有用信息的

＊ 如何挑选适合自己的信息来源

＊ 附赠：我的阅读清单有哪些渠道的信息值得关注。



这次 Live 适合需要阅读大量有针对性资讯的人。比如希望提高资讯阅读效率的朋友，对科技和互联网感兴趣的朋友，互联网从业的朋友等等。",9RMB,https://www.zhihu.com/people/junyu,4.5,1822,193
Fintech 热潮下的发展方向,Fan Francis,https://www.zhihu.com/lives/794565010641797120,2017-01-18 21:00:00,117,"我是 Francis Fan ，毕业于南京大学，拥有理学学士和工商管理、金融硕士学位。我同时是美国注册会计师、管理会计师和金融分析师，同时持有美国证券业和保险业从业牌照。现居美国华盛顿特区，在美国从事财富管理、个人投资顾问和机构投资工作，团队管理私人金融投资全权委托账户资金和机构养老金（如 401k 等）总计约 15 亿美金。此外，我也与留学教育、移民、税务规划等行业机构有密切往来。

本期 Live 着重围绕「 Fintech 或金融科技」这个话题展开。这个话题，近些年在中美两国都很火，且已经不是概念层面的火了，而是对应着雨后春笋般的创业项目。随之而来的还有，顾客群体的兴奋和迷茫，从业人员的不安和希望。本次 Live 就从介绍中美两国的 Fintech 发展入手，与相关人员（投资者和从业者）分享个人心得。

本次 Live 主要包括以下内容：

＊ 我们所说的 Fintech ，到底是指什么？

＊ 哪些「 Fintech 」，其实早就有了？

＊ 哪些「 Fintech 」，确实是新兴事物？

＊ 目前 Fintech 发展的现状？

＊ 对 Fintech 发展的展望

＊ 投资者面对 Fintech 的注意事项

＊ 从业者的迷惘、挑战和机遇",39RMB,https://www.zhihu.com/people/ffancage,0,184,60
我对普洱熟茶的看法,Joy Cai,https://www.zhihu.com/lives/802861786754859008,2017-01-18 20:30:00,88,"我是 Joy Cai， 跨界茶人，金融圈资深皮条，主营业务是靠卖人品赚钱。从断奶开始喝茶，至今喝过大部分吃瓜群众和朝阳人民心心念念的各种顶级名茶，进而发现茶界忽悠起来比起金融圈毫不逊色。因而，决定在知乎好好的把茶讲一讲。

一个在普洱茶界没有任何利益，喝过几乎所有传说中神乎奇的茶的人，讲一些普洱生茶的实话。

本次 Live 主要包括以下内容：

＊ 普洱熟茶的制作工艺问题

＊ 普洱熟茶的发酵

＊ 古树熟茶到底有没有

＊ 好的熟茶有哪些特点

＊ 台地茶、古树茶、乔木茶、高杆古树等等的定义之争

＊ 我对于古树茶真实树龄的考证方法

＊ 普洱熟茶的本质是一种什么样的茶",20RMB,https://www.zhihu.com/people/joy-cai-14,5.0,88,54
